sample,n_clones,n_reads,low_q,high_q,ip_slope,ipq,shannon_H,shannon_exp_H,simpson_1minusD
Healthy_B,210,24000,210.0,107.6955178471666,0.00020920029918292297,0.9599036946711703,4.9317453059990095,138.6212378140878,0.9907145625
Healthy_T,220,26000,220.0,117.14272940480055,7.693936122217027e-05,0.968844216220631,5.0121903988300085,150.23344718042415,0.9914634053254437
Patient_B,95,24000,95.0,33.4383894771246,8.335129837294108e-05,0.9659874518165944,3.9355415335071338,51.18986347837894,0.9700942534722222
Patient_T,120,26000,120.0,65.68759755968632,3.8461538461652114e-05,0.9788951824934718,4.426471672851978,83.63580123449832,0.984776426035503
Recovery_T,170,26000,170.0,80.6406397808865,3.927816758806739e-05,0.9653173903212499,4.6817354444729595,107.95726393131905,0.9875993047337278
